completion_time,click_count,scroll_count,keyboard_count,retry_count,error_count,failed_clicks,task_completed,friction_level
7.36,1,0,0,1,0,0,1,Medium
6.288,1,0,0,1,0,0,1,Medium
9.101,1,0,0,1,0,0,1,Medium
8.798,1,0,0,1,0,0,1,Medium
8.344,1,0,0,1,0,0,1,Medium
8.491,1,0,0,1,0,0,1,Medium
9.449,1,0,0,1,0,0,1,Medium
8.715,1,0,0,1,0,0,1,Medium
7.661,1,0,0,1,0,0,1,Medium
6.278,1,0,0,1,0,0,1,Medium
6.334,1,0,0,1,0,0,1,Medium
9.3,1,0,0,1,0,0,1,Medium
7.895,1,0,0,1,0,0,1,Medium
8.319,1,0,0,1,0,0,1,Medium
7.704,1,0,0,1,0,0,1,Medium
7.432,1,0,0,1,0,0,1,Medium
8.933,1,0,0,1,0,0,1,Medium
8.657,1,0,0,1,0,0,1,Medium
7.479,1,0,0,1,0,0,1,Medium
7.663,1,0,0,1,0,0,1,Medium
7.392,1,0,0,1,0,0,1,Medium
5.8,1,0,0,1,0,0,1,Medium
8.136,1,0,0,1,0,0,1,Medium
7.093,1,0,0,1,0,0,1,Medium
6.796,1,0,0,1,0,0,1,Medium
8.801,1,0,0,1,0,0,1,Medium
7.404,1,0,0,1,0,0,1,Medium
8.03,1,0,0,1,0,0,1,Medium
8.621,1,0,0,1,0,0,1,Medium
7.03,1,0,0,1,0,0,1,Medium
6.162,1,0,0,1,0,0,1,Medium
9.268,1,0,0,1,0,0,1,Medium
6.631,1,0,0,1,0,0,1,Medium
7.093,1,0,0,1,0,0,1,Medium
9.484,1,0,0,1,0,0,1,Medium
7.135,1,0,0,1,0,0,1,Medium
8.267,1,0,0,1,0,0,1,Medium
7.437,1,0,0,1,0,0,1,Medium
8.1,1,0,0,1,0,0,1,Medium
9.389,1,0,0,1,0,0,1,Medium
7.322,1,0,0,1,0,0,1,Medium
6.71,1,0,0,1,0,0,1,Medium
6.243,1,0,0,1,0,0,1,Medium
9.356,1,0,0,1,0,0,1,Medium
7.858,1,0,0,1,0,0,1,Medium
8.845,1,0,0,1,0,0,1,Medium
8.811,1,0,0,1,0,0,1,Medium
6.128,1,0,0,1,0,0,1,Medium
9.091,1,0,0,1,0,0,1,Medium
8.563,1,0,0,1,0,0,1,Medium
7.299,1,0,0,1,0,0,1,Medium
7.469,1,0,0,1,0,0,1,Medium
6.86,1,0,0,1,0,0,1,Medium
7.075,1,0,0,1,0,0,1,Medium
6.038,1,0,0,1,0,0,1,Medium
8.41,1,0,0,1,0,0,1,Medium
9.934,1,0,0,1,0,0,1,Medium
12.987,1,0,0,1,0,0,1,Medium
8.303,1,0,0,1,0,0,1,Medium
9.913,1,0,0,1,0,0,1,Medium
9.764,1,0,0,1,0,0,1,Medium
8.485,1,0,0,1,0,0,1,Medium
7.492,1,0,0,1,0,0,1,Medium
7.263,1,0,0,1,0,0,1,Medium
12.134,1,0,0,1,0,0,1,Medium
7.249,1,0,0,1,0,0,1,Medium
11.792,1,0,0,1,0,0,1,Medium
12.758,1,0,0,1,0,0,1,Medium
8.572,1,0,0,1,0,0,1,Medium
10.189,1,0,0,1,0,0,1,Medium
8.719,1,0,0,1,0,0,1,Medium
9.607,1,0,0,1,0,0,1,Medium
8.325,1,0,0,1,0,0,1,Medium
12.386,1,0,0,1,0,0,1,Medium
11.401,1,0,0,1,0,0,1,Medium
11.169,1,0,0,1,0,0,1,Medium
12.267,1,0,0,1,0,0,1,Medium
8.7,1,0,0,1,0,0,1,Medium
8.02,1,0,0,1,0,0,1,Medium
12.361,1,0,0,1,0,0,1,Medium
10.31,1,0,0,1,0,0,1,Medium
10.083,1,0,0,1,0,0,1,Medium
7.211,1,0,0,1,0,0,1,Medium
8.445,1,0,0,1,0,0,1,Medium
6.37,1,0,0,1,0,0,1,Medium
7.043,1,0,0,1,0,0,1,Medium
9.868,1,0,0,1,0,0,1,Medium
12.974,1,0,0,1,0,0,1,Medium
11.833,1,0,0,1,0,0,1,Medium
11.393,1,0,0,1,0,0,1,Medium
10.69,1,0,0,1,0,0,1,Medium
13.017,1,0,0,1,0,0,1,Medium
13.58,1,0,0,1,0,0,1,Medium
8.486,1,0,0,1,0,0,1,Medium
9.568,1,0,0,1,0,0,1,Medium
10.18,1,0,0,1,0,0,1,Medium
12.734,1,0,0,1,0,0,1,Medium
9.021,1,0,0,1,0,0,1,Medium
9.474,1,0,0,1,0,0,1,Medium
8.011,1,0,0,1,0,0,1,Medium
9.247,1,0,0,1,0,0,1,Medium
7.517,1,0,0,1,0,0,1,Medium
7.052,1,0,0,1,0,0,1,Medium
9.388,1,0,0,1,0,0,1,Medium
7.919,1,0,0,1,0,0,1,Medium
9.969,1,0,0,1,0,0,1,Medium
6.351,1,0,0,1,0,0,1,Medium
6.769,1,0,0,1,0,0,1,Medium
9.108,1,0,0,1,0,0,1,Medium
9.853,1,0,0,1,0,0,1,Medium
12.395,1,0,0,1,0,0,1,Medium
12.865,1,0,0,1,0,0,1,Medium
9.24,1,0,0,1,0,0,1,Medium
11.721,1,0,0,1,0,0,1,Medium
10.229,1,0,0,1,0,0,1,Medium
11.895,1,0,0,1,0,0,1,Medium
10.207,1,0,0,1,0,0,1,Medium
12.962,1,0,0,1,0,0,1,Medium
10.244,1,0,0,1,0,0,1,Medium
10.173,1,0,0,1,0,0,1,Medium
7.054,1,0,0,1,0,0,1,Medium
9.866,1,0,0,1,0,0,1,Medium
7.421,1,0,0,1,0,0,1,Medium
11.695,1,0,0,1,0,0,1,Medium
12.125,1,0,0,1,0,0,1,Medium
7.929,1,0,0,1,0,0,1,Medium
10.77,1,0,0,1,0,0,1,Medium
12.469,1,0,0,1,0,0,1,Medium
10.33,1,0,0,1,0,0,1,Medium
10.341,1,0,0,1,0,0,1,Medium
10.162,1,0,0,1,0,0,1,Medium
8.528,1,0,0,1,0,0,1,Medium
12.583,1,0,0,1,0,0,1,Medium
9.523,1,0,0,1,0,0,1,Medium
12.928,1,0,0,1,0,0,1,Medium
13.263,1,0,0,1,0,0,1,Medium
10.924,1,0,0,1,0,0,1,Medium
12.891,1,0,0,1,0,0,1,Medium
8.617,1,0,0,1,0,0,1,Medium
13.606,1,0,0,1,0,0,1,Medium
12.052,1,0,0,1,0,0,1,Medium
9.15,1,0,0,1,0,0,1,Medium
6.921,1,0,0,1,0,0,1,Medium
10.049,1,0,0,1,0,0,1,Medium
8.733,1,0,0,1,0,0,1,Medium
12.35,1,0,0,1,0,0,1,Medium
11.946,1,0,0,1,0,0,1,Medium
12.975,1,0,0,1,0,0,1,Medium
12.741,1,0,0,1,0,0,1,Medium
12.735,1,0,0,1,0,0,1,Medium
6.746,1,0,0,1,0,0,1,Medium
6.676,1,0,0,1,0,0,1,Medium
8.116,1,0,0,1,0,0,1,Medium
13.383,1,0,0,1,0,0,1,Medium
9.829,1,0,0,1,0,0,1,Medium
6.257,1,0,0,1,0,0,1,Medium
8.866,1,0,0,1,0,0,1,Medium
13.496,1,0,0,1,0,0,1,Medium
11.577,1,0,0,1,0,0,1,Medium
10.484,1,0,0,1,0,0,1,Medium
10.348,1,0,0,1,0,0,1,Medium
10.004,1,0,0,1,0,0,1,Medium
16.229,1,0,0,1,0,0,1,Medium
17.737,1,0,0,1,0,0,1,Medium
16.092,1,0,0,1,0,0,1,Medium
14.688,1,0,0,1,0,0,1,Medium
16.166,1,0,0,1,0,0,1,Medium
16.198,1,0,0,1,0,0,1,Medium
14.733,1,0,0,1,0,0,1,Medium
11.464,1,0,0,1,0,0,1,Medium
16.396,1,0,0,1,0,0,1,Medium
8.785,1,0,0,1,0,0,1,Medium
9.079,1,0,0,1,0,0,1,Medium
14.65,1,0,0,1,0,0,1,Medium
11.755,1,0,0,1,0,0,1,Medium
9.429,1,0,0,1,0,0,1,Medium
13.434,1,0,0,1,0,0,1,Medium
12.647,1,0,0,1,0,0,1,Medium
11.854,1,0,0,1,0,0,1,Medium
11.932,1,0,0,1,0,0,1,Medium
8.963,1,0,0,1,0,0,1,Medium
17.869,1,0,0,1,0,0,1,Medium
15.538,1,0,0,1,0,0,1,Medium
13.823,1,0,0,1,0,0,1,Medium
11.538,1,0,0,1,0,0,1,Medium
14.318,1,0,0,1,0,0,1,Medium
17.089,1,0,0,1,0,0,1,Medium
13.877,1,0,0,1,0,0,1,Medium
13.908,1,0,0,1,0,0,1,Medium
11.538,1,0,0,1,0,0,1,Medium
14.351,1,0,0,1,0,0,1,Medium
11.18,1,0,0,1,0,0,1,Medium
12.122,1,0,0,1,0,0,1,Medium
16.746,1,0,0,1,0,0,1,Medium
15.185,1,0,0,1,0,0,1,Medium
14.643,1,0,0,1,0,0,1,Medium
9.77,1,0,0,1,0,0,1,Medium
13.795,1,0,0,1,0,0,1,Medium
16.763,1,0,0,1,0,0,1,Medium
15.607,1,0,0,1,0,0,1,Medium
9.662,1,0,0,1,0,0,1,Medium
15.761,1,0,0,1,0,0,1,Medium
11.014,1,0,0,1,0,0,1,Medium
11.231,1,0,0,1,0,0,1,Medium
11.12,1,0,0,1,0,0,1,Medium
14.621,1,0,0,1,0,0,1,Medium
9.974,1,0,0,1,0,0,1,Medium
15.399,1,0,0,1,0,0,1,Medium
14.252,1,0,0,1,0,0,1,Medium
17.608,1,0,0,1,0,0,1,Medium
15.81,1,0,0,1,0,0,1,Medium
12.795,1,0,0,1,0,0,1,Medium
15.6,1,0,0,1,0,0,1,Medium
11.485,1,0,0,1,0,0,1,Medium
11.402,1,0,0,1,0,0,1,Medium
16.82,1,0,0,1,0,0,1,Medium
9.276,1,0,0,1,0,0,1,Medium
16.87,1,0,0,1,0,0,1,Medium
11.089,1,0,0,1,0,0,1,Medium
14.049,1,0,0,1,0,0,1,Medium
17.523,1,0,0,1,0,0,1,Medium
13.978,1,0,0,1,0,0,1,Medium
16.209,1,0,0,1,0,0,1,Medium
16.705,1,0,0,1,0,0,1,Medium
16.683,1,0,0,1,0,0,1,Medium
15.924,1,0,0,1,0,0,1,Medium
14.625,1,0,0,1,0,0,1,Medium
17.046,1,0,0,1,0,0,1,Medium
15.392,1,0,0,1,0,0,1,Medium
10.377,1,0,0,1,0,0,1,Medium
15.345,1,0,0,1,0,0,1,Medium
9.017,1,0,0,1,0,0,1,Medium
12.886,1,0,0,1,0,0,1,Medium
9.449,1,0,0,1,0,0,1,Medium
16.256,1,0,0,1,0,0,1,Medium
16.968,1,0,0,1,0,0,1,Medium
10.545,1,0,0,1,0,0,1,Medium
10.596,1,0,0,1,0,0,1,Medium
15.857,1,0,0,1,0,0,1,Medium
11.342,1,0,0,1,0,0,1,Medium
14.903,1,0,0,1,0,0,1,Medium
12.807,1,0,0,1,0,0,1,Medium
13.856,1,0,0,1,0,0,1,Medium
16.882,1,0,0,1,0,0,1,Medium
10.377,1,0,0,1,0,0,1,Medium
17.992,1,0,0,1,0,0,1,Medium
14.202,1,0,0,1,0,0,1,Medium
13.89,1,0,0,1,0,0,1,Medium
17.222,1,0,0,1,0,0,1,Medium
12.845,1,0,0,1,0,0,1,Medium
12.424,1,0,0,1,0,0,1,Medium
14.271,1,0,0,1,0,0,1,Medium
11.033,1,0,0,1,0,0,1,Medium
13.901,1,0,0,1,0,0,1,Medium
11.167,1,0,0,1,0,0,1,Medium
13.899,1,0,0,1,0,0,1,Medium
16.338,1,0,0,1,0,0,1,Medium
13.847,1,0,0,1,0,0,1,Medium
12.464,1,0,0,1,0,0,1,Medium
13.853,1,0,0,1,0,0,1,Medium
16.823,1,0,0,1,0,0,1,Medium
8.824,1,0,0,1,0,0,1,Medium
11.792,1,0,0,1,0,0,1,Medium
12.176,1,0,0,1,0,0,1,Medium
13.459,1,0,0,1,0,0,1,Medium
13.796,1,0,0,1,0,0,1,Medium
22.231,0,0,0,0,2,0,0,High
22.409,0,0,0,0,2,0,0,High
22.346,0,0,0,0,2,0,0,High
22.263,0,0,0,0,2,0,0,High
22.233,0,0,0,0,2,0,0,High
22.197,0,0,0,0,2,0,0,High
22.11,0,0,0,0,2,0,0,High
22.057,0,0,0,0,2,0,0,High
22.378,0,0,0,0,2,0,0,High
22.232,0,0,0,0,2,0,0,High
22.112,0,0,0,0,2,0,0,High
22.283,0,0,0,0,2,0,0,High
22.377,0,0,0,0,2,0,0,High
22.396,0,0,0,0,2,0,0,High
22.272,0,0,0,0,2,0,0,High
22.391,0,0,0,0,2,0,0,High
22.246,0,0,0,0,2,0,0,High
22.333,0,0,0,0,2,0,0,High
22.432,0,0,0,0,2,0,0,High
22.434,0,0,0,0,2,0,0,High
22.131,0,0,0,0,2,0,0,High
22.364,0,0,0,0,2,0,0,High
22.069,0,0,0,0,2,0,0,High
22.322,0,0,0,0,2,0,0,High
22.173,0,0,0,0,2,0,0,High
22.073,0,0,0,0,2,0,0,High
22.234,0,0,0,0,2,0,0,High
22.413,0,0,0,0,2,0,0,High
22.092,0,0,0,0,2,0,0,High
22.181,0,0,0,0,2,0,0,High
22.397,0,0,0,0,2,0,0,High
22.376,0,0,0,0,2,0,0,High
22.275,0,0,0,0,2,0,0,High
22.412,0,0,0,0,2,0,0,High
22.368,0,0,0,0,2,0,0,High
22.217,0,0,0,0,2,0,0,High
22.28,0,0,0,0,2,0,0,High
22.474,0,0,0,0,2,0,0,High
22.398,0,0,0,0,2,0,0,High
22.37,0,0,0,0,2,0,0,High
22.467,0,0,0,0,2,0,0,High
22.243,0,0,0,0,2,0,0,High
22.27,0,0,0,0,2,0,0,High
22.177,0,0,0,0,2,0,0,High
22.182,0,0,0,0,2,0,0,High
22.471,0,0,0,0,2,0,0,High
22.366,0,0,0,0,2,0,0,High
22.16,0,0,0,0,2,0,0,High
22.276,0,0,0,0,2,0,0,High
22.472,0,0,0,0,2,0,0,High
22.165,0,0,0,0,2,0,0,High
22.208,0,0,0,0,2,0,0,High
22.431,0,0,0,0,2,0,0,High
22.173,0,0,0,0,2,0,0,High
22.291,0,0,0,0,2,0,0,High
22.464,0,0,0,0,2,0,0,High
22.145,0,0,0,0,2,0,0,High
22.101,0,0,0,0,2,0,0,High
22.415,0,0,0,0,2,0,0,High
22.392,0,0,0,0,2,0,0,High
22.32,0,0,0,0,2,0,0,High
22.241,0,0,0,0,2,0,0,High
22.045,0,0,0,0,2,0,0,High
22.062,0,0,0,0,2,0,0,High
22.29,0,0,0,0,2,0,0,High
22.306,0,0,0,0,2,0,0,High
22.26,0,0,0,0,2,0,0,High
22.425,0,0,0,0,2,0,0,High
22.14,0,0,0,0,2,0,0,High
22.042,0,0,0,0,2,0,0,High
22.355,0,0,0,0,2,0,0,High
22.167,0,0,0,0,2,0,0,High
22.235,0,0,0,0,2,0,0,High
22.176,0,0,0,0,2,0,0,High
22.103,0,0,0,0,2,0,0,High
22.11,0,0,0,0,2,0,0,High
22.154,0,0,0,0,2,0,0,High
22.127,0,0,0,0,2,0,0,High
22.393,0,0,0,0,2,0,0,High
22.026,0,0,0,0,2,0,0,High
22.441,0,0,0,0,2,0,0,High
22.061,0,0,0,0,2,0,0,High
22.14,0,0,0,0,2,0,0,High
22.38,0,0,0,0,2,0,0,High
22.313,0,0,0,0,2,0,0,High
22.239,0,0,0,0,2,0,0,High
22.231,0,0,0,0,2,0,0,High
22.201,0,0,0,0,2,0,0,High
22.269,0,0,0,0,2,0,0,High
22.359,0,0,0,0,2,0,0,High
22.164,0,0,0,0,2,0,0,High
22.278,0,0,0,0,2,0,0,High
22.038,0,0,0,0,2,0,0,High
22.377,0,0,0,0,2,0,0,High
22.045,0,0,0,0,2,0,0,High
22.438,0,0,0,0,2,0,0,High
22.319,0,0,0,0,2,0,0,High
22.171,0,0,0,0,2,0,0,High
22.145,0,0,0,0,2,0,0,High
22.077,0,0,0,0,2,0,0,High
22.266,0,0,0,0,2,0,0,High
22.385,0,0,0,0,2,0,0,High
22.069,0,0,0,0,2,0,0,High
22.262,0,0,0,0,2,0,0,High
22.033,0,0,0,0,2,0,0,High
22.692,0,0,0,0,2,0,0,High
23.119,0,0,0,0,2,0,0,High
23.003,0,0,0,0,2,0,0,High
22.784,0,0,0,0,2,0,0,High
23.268,0,0,0,0,2,0,0,High
22.965,0,0,0,0,2,0,0,High
23.299,0,0,0,0,2,0,0,High
23.322,0,0,0,0,2,0,0,High
23.16,0,0,0,0,2,0,0,High
23.214,0,0,0,0,2,0,0,High
23.087,0,0,0,0,2,0,0,High
22.693,0,0,0,0,2,0,0,High
22.718,0,0,0,0,2,0,0,High
23.291,0,0,0,0,2,0,0,High
22.622,0,0,0,0,2,0,0,High
22.521,0,0,0,0,2,0,0,High
22.679,0,0,0,0,2,0,0,High
22.569,0,0,0,0,2,0,0,High
23.187,0,0,0,0,2,0,0,High
22.656,0,0,0,0,2,0,0,High
22.873,0,0,0,0,2,0,0,High
23.244,0,0,0,0,2,0,0,High
22.567,0,0,0,0,2,0,0,High
22.836,0,0,0,0,2,0,0,High
22.547,0,0,0,0,2,0,0,High
23.165,0,0,0,0,2,0,0,High
22.447,0,0,0,0,2,0,0,High
22.362,0,0,0,0,2,0,0,High
22.713,0,0,0,0,2,0,0,High
22.613,0,0,0,0,2,0,0,High
22.713,0,0,0,0,2,0,0,High
23.078,0,0,0,0,2,0,0,High
23.176,0,0,0,0,2,0,0,High
22.815,0,0,0,0,2,0,0,High
23.209,0,0,0,0,2,0,0,High
22.707,0,0,0,0,2,0,0,High
23.056,0,0,0,0,2,0,0,High
22.856,0,0,0,0,2,0,0,High
22.369,0,0,0,0,2,0,0,High
22.812,0,0,0,0,2,0,0,High
22.789,0,0,0,0,2,0,0,High
23.211,0,0,0,0,2,0,0,High
23.105,0,0,0,0,2,0,0,High
22.808,0,0,0,0,2,0,0,High
22.954,0,0,0,0,2,0,0,High
22.863,0,0,0,0,2,0,0,High
23.004,0,0,0,0,2,0,0,High
22.807,0,0,0,0,2,0,0,High
23.366,0,0,0,0,2,0,0,High
22.686,0,0,0,0,2,0,0,High
22.906,0,0,0,0,2,0,0,High
23.353,0,0,0,0,2,0,0,High
22.5,0,0,0,0,2,0,0,High
22.735,0,0,0,0,2,0,0,High
22.44,0,0,0,0,2,0,0,High
22.487,0,0,0,0,2,0,0,High
23.264,0,0,0,0,2,0,0,High
22.634,0,0,0,0,2,0,0,High
23.251,0,0,0,0,2,0,0,High
23.082,0,0,0,0,2,0,0,High
22.523,0,0,0,0,2,0,0,High
23.058,0,0,0,0,2,0,0,High
22.457,0,0,0,0,2,0,0,High
22.84,0,0,0,0,2,0,0,High
23.36,0,0,0,0,2,0,0,High
22.771,0,0,0,0,2,0,0,High
23.239,0,0,0,0,2,0,0,High
23.108,0,0,0,0,2,0,0,High
23.173,0,0,0,0,2,0,0,High
23.34,0,0,0,0,2,0,0,High
22.761,0,0,0,0,2,0,0,High
23.087,0,0,0,0,2,0,0,High
23.125,0,0,0,0,2,0,0,High
22.909,0,0,0,0,2,0,0,High
23.296,0,0,0,0,2,0,0,High
22.796,0,0,0,0,2,0,0,High
23.099,0,0,0,0,2,0,0,High
23.05,0,0,0,0,2,0,0,High
23.241,0,0,0,0,2,0,0,High
23.189,0,0,0,0,2,0,0,High
23.113,0,0,0,0,2,0,0,High
22.615,0,0,0,0,2,0,0,High
22.535,0,0,0,0,2,0,0,High
23.074,0,0,0,0,2,0,0,High
22.685,0,0,0,0,2,0,0,High
23.326,0,0,0,0,2,0,0,High
23.171,0,0,0,0,2,0,0,High
22.534,0,0,0,0,2,0,0,High
23.122,0,0,0,0,2,0,0,High
22.778,0,0,0,0,2,0,0,High
23.302,0,0,0,0,2,0,0,High
23.283,0,0,0,0,2,0,0,High
22.875,0,0,0,0,2,0,0,High
22.515,0,0,0,0,2,0,0,High
23.232,0,0,0,0,2,0,0,High
23.105,0,0,0,0,2,0,0,High
23.223,0,0,0,0,2,0,0,High
22.782,0,0,0,0,2,0,0,High
23.37,0,0,0,0,2,0,0,High
23.203,0,0,0,0,2,0,0,High
22.57,0,0,0,0,2,0,0,High
22.698,0,0,0,0,2,0,0,High
23.322,0,0,0,0,2,0,0,High
23.04,0,0,0,0,2,0,0,High
22.602,0,0,0,0,2,0,0,High
24.306,0,0,0,0,2,0,0,High
25.15,0,0,0,0,2,0,0,High
24.123,0,0,0,0,2,0,0,High
25.019,0,0,0,0,2,0,0,High
24.355,0,0,0,0,2,0,0,High
25.122,0,0,0,0,2,0,0,High
25.168,0,0,0,0,2,0,0,High
24.868,0,0,0,0,2,0,0,High
24.371,0,0,0,0,2,0,0,High
25.087,0,0,0,0,2,0,0,High
23.937,0,0,0,0,2,0,0,High
25.116,0,0,0,0,2,0,0,High
24.732,0,0,0,0,2,0,0,High
24.85,0,0,0,0,2,0,0,High
24.933,0,0,0,0,2,0,0,High
24.196,0,0,0,0,2,0,0,High
25.807,0,0,0,0,2,0,0,High
24.684,0,0,0,0,2,0,0,High
24.755,0,0,0,0,2,0,0,High
25.161,0,0,0,0,2,0,0,High
23.808,0,0,0,0,2,0,0,High
25.628,0,0,0,0,2,0,0,High
24.859,0,0,0,0,2,0,0,High
24.712,0,0,0,0,2,0,0,High
25.628,0,0,0,0,2,0,0,High
24.086,0,0,0,0,2,0,0,High
24.588,0,0,0,0,2,0,0,High
25.726,0,0,0,0,2,0,0,High
25.319,0,0,0,0,2,0,0,High
24.52,0,0,0,0,2,0,0,High
24.759,0,0,0,0,2,0,0,High
24.184,0,0,0,0,2,0,0,High
24.935,0,0,0,0,2,0,0,High
24.194,0,0,0,0,2,0,0,High
24.24,0,0,0,0,2,0,0,High
25.128,0,0,0,0,2,0,0,High
23.804,0,0,0,0,2,0,0,High
24.065,0,0,0,0,2,0,0,High
24.722,0,0,0,0,2,0,0,High
23.878,0,0,0,0,2,0,0,High
24.795,0,0,0,0,2,0,0,High
24.006,0,0,0,0,2,0,0,High
24.531,0,0,0,0,2,0,0,High
24.599,0,0,0,0,2,0,0,High
23.9,0,0,0,0,2,0,0,High
24.133,0,0,0,0,2,0,0,High
25.778,0,0,0,0,2,0,0,High
24.263,0,0,0,0,2,0,0,High
24.859,0,0,0,0,2,0,0,High
24.163,0,0,0,0,2,0,0,High
25.392,0,0,0,0,2,0,0,High
25.031,0,0,0,0,2,0,0,High
25.003,0,0,0,0,2,0,0,High
24.073,0,0,0,0,2,0,0,High
24.879,0,0,0,0,2,0,0,High
24.967,0,0,0,0,2,0,0,High
24.699,0,0,0,0,2,0,0,High
25.571,0,0,0,0,2,0,0,High
24.743,0,0,0,0,2,0,0,High
25.15,0,0,0,0,2,0,0,High
25.427,0,0,0,0,2,0,0,High
24.431,0,0,0,0,2,0,0,High
25.419,0,0,0,0,2,0,0,High
25.455,0,0,0,0,2,0,0,High
24.894,0,0,0,0,2,0,0,High
24.85,0,0,0,0,2,0,0,High
24.062,0,0,0,0,2,0,0,High
24.883,0,0,0,0,2,0,0,High
25.669,0,0,0,0,2,0,0,High
25.167,0,0,0,0,2,0,0,High
24.709,0,0,0,0,2,0,0,High
25.644,0,0,0,0,2,0,0,High
24.088,0,0,0,0,2,0,0,High
25.148,0,0,0,0,2,0,0,High
24.584,0,0,0,0,2,0,0,High
25.364,0,0,0,0,2,0,0,High
25.645,0,0,0,0,2,0,0,High
24.183,0,0,0,0,2,0,0,High
24.52,0,0,0,0,2,0,0,High
24.481,0,0,0,0,2,0,0,High
24.249,0,0,0,0,2,0,0,High
24.071,0,0,0,0,2,0,0,High
25.222,0,0,0,0,2,0,0,High
24.734,0,0,0,0,2,0,0,High
25.529,0,0,0,0,2,0,0,High
24.853,0,0,0,0,2,0,0,High
23.945,0,0,0,0,2,0,0,High
24.76,0,0,0,0,2,0,0,High
24.081,0,0,0,0,2,0,0,High
24.841,0,0,0,0,2,0,0,High
24.532,0,0,0,0,2,0,0,High
24.85,0,0,0,0,2,0,0,High
25.803,0,0,0,0,2,0,0,High
25.022,0,0,0,0,2,0,0,High
23.902,0,0,0,0,2,0,0,High
25.558,0,0,0,0,2,0,0,High
24.616,0,0,0,0,2,0,0,High
24.496,0,0,0,0,2,0,0,High
24.607,0,0,0,0,2,0,0,High
25.485,0,0,0,0,2,0,0,High
23.91,0,0,0,0,2,0,0,High
24.485,0,0,0,0,2,0,0,High
23.833,0,0,0,0,2,0,0,High
23.838,0,0,0,0,2,0,0,High
24.662,0,0,0,0,2,0,0,High
22.249,0,0,0,0,2,0,0,High
22.124,0,0,0,0,2,0,0,High
22.14,0,0,0,0,2,0,0,High
22.422,0,0,0,0,2,0,0,High
22.437,0,0,0,0,2,0,0,High
22.327,0,0,0,0,2,0,0,High
22.174,0,0,0,0,2,0,0,High
22.362,0,0,0,0,2,0,0,High
22.378,0,0,0,0,2,0,0,High
22.277,0,0,0,0,2,0,0,High
22.26,0,0,0,0,2,0,0,High
22.195,0,0,0,0,2,0,0,High
22.354,0,0,0,0,2,0,0,High
22.16,0,0,0,0,2,0,0,High
22.231,0,0,0,0,2,0,0,High
22.421,0,0,0,0,2,0,0,High
22.136,0,0,0,0,2,0,0,High
22.329,0,0,0,0,2,0,0,High
22.119,0,0,0,0,2,0,0,High
22.501,0,0,0,0,2,0,0,High
22.25,0,0,0,0,2,0,0,High
22.129,0,0,0,0,2,0,0,High
22.163,0,0,0,0,2,0,0,High
22.461,0,0,0,0,2,0,0,High
22.471,0,0,0,0,2,0,0,High
22.216,0,0,0,0,2,0,0,High
22.335,0,0,0,0,2,0,0,High
22.481,0,0,0,0,2,0,0,High
22.123,0,0,0,0,2,0,0,High
22.086,0,0,0,0,2,0,0,High
22.471,0,0,0,0,2,0,0,High
22.124,0,0,0,0,2,0,0,High
22.193,0,0,0,0,2,0,0,High
22.32,0,0,0,0,2,0,0,High
22.404,0,0,0,0,2,0,0,High
22.47,0,0,0,0,2,0,0,High
22.225,0,0,0,0,2,0,0,High
22.373,0,0,0,0,2,0,0,High
22.304,0,0,0,0,2,0,0,High
22.23,0,0,0,0,2,0,0,High
22.219,0,0,0,0,2,0,0,High
22.105,0,0,0,0,2,0,0,High
22.497,0,0,0,0,2,0,0,High
22.104,0,0,0,0,2,0,0,High
22.302,0,0,0,0,2,0,0,High
22.307,0,0,0,0,2,0,0,High
22.145,0,0,0,0,2,0,0,High
22.134,0,0,0,0,2,0,0,High
22.22,0,0,0,0,2,0,0,High
22.428,0,0,0,0,2,0,0,High
22.293,0,0,0,0,2,0,0,High
22.055,0,0,0,0,2,0,0,High
22.178,0,0,0,0,2,0,0,High
22.099,0,0,0,0,2,0,0,High
22.077,0,0,0,0,2,0,0,High
22.378,0,0,0,0,2,0,0,High
22.151,0,0,0,0,2,0,0,High
22.477,0,0,0,0,2,0,0,High
22.328,0,0,0,0,2,0,0,High
22.222,0,0,0,0,2,0,0,High
22.27,0,0,0,0,2,0,0,High
22.07,0,0,0,0,2,0,0,High
22.106,0,0,0,0,2,0,0,High
22.219,0,0,0,0,2,0,0,High
22.446,0,0,0,0,2,0,0,High
22.309,0,0,0,0,2,0,0,High
22.435,0,0,0,0,2,0,0,High
22.103,0,0,0,0,2,0,0,High
22.23,0,0,0,0,2,0,0,High
22.396,0,0,0,0,2,0,0,High
22.429,0,0,0,0,2,0,0,High
22.237,0,0,0,0,2,0,0,High
22.241,0,0,0,0,2,0,0,High
22.376,0,0,0,0,2,0,0,High
22.116,0,0,0,0,2,0,0,High
22.114,0,0,0,0,2,0,0,High
22.148,0,0,0,0,2,0,0,High
22.06,0,0,0,0,2,0,0,High
22.204,0,0,0,0,2,0,0,High
22.506,0,0,0,0,2,0,0,High
22.424,0,0,0,0,2,0,0,High
22.356,0,0,0,0,2,0,0,High
22.042,0,0,0,0,2,0,0,High
22.135,0,0,0,0,2,0,0,High
22.232,0,0,0,0,2,0,0,High
22.116,0,0,0,0,2,0,0,High
22.492,0,0,0,0,2,0,0,High
22.362,0,0,0,0,2,0,0,High
22.365,0,0,0,0,2,0,0,High
22.167,0,0,0,0,2,0,0,High
